,count,hate_speech,offensive_language,neither,class,tweet
18400,3,0,3,0,1,"""RT @VineForTheByrd: Bae: go text your hoes"
14938,3,0,3,0,1,RT @Cameron_773: You a hoe if your cellphone bill more than $100 a month
21552,6,0,6,0,1,Sone of y'all bitches need morning glory milk baths &#128514;&#128514;&#128514;
639,6,1,5,0,1,"""""""but pussy is the root of all drama an attribute put up in they head by they mama."""""""
24738,3,0,3,0,1,"""my little sisters kik name is thot ass thot"
3931,3,1,2,0,1,@KilaurenK u stupid fuk head bitch
21229,3,0,0,3,2,Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers
19785,3,0,3,0,1,RT @jessmelkum: Nipple piercings are suppose to be a girls personal secret. But y'all hoes get them just to take a selfie
4740,3,0,2,1,1,@SHAIkethatAss and I replied hoe http://t.co/738UP5PLia
18318,3,1,2,0,1,RT @UNCLERUCKUS_BD: Andrew Bynum got traded and then they waived him the very next day... a nigger can't keep a job
6172,3,0,3,0,1,@garrett_winker bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u don't know shit
8139,3,0,3,0,1,Bad bitches in dirty ass houses &lt;&lt;&lt;
4697,3,0,3,0,1,@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call
5601,3,2,1,0,0,"""@_womanoverboard """"nigger"""""""
14550,3,0,3,0,1,RT @AntzInHerPantz: This what y'all hoes want? &#128528;&#128528;&#128528;&#128528;&#128528; https://t.co/tAGjue7mr7
20773,3,0,2,1,1,RT @wittybigtwittys: I use the word cunt very loosely
15802,3,0,3,0,1,RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;
12913,3,0,3,0,1,Lol dat bitch petty
11579,3,0,3,0,1,I'm happily taken tho... &amp; I ain't cheating for none of you hoes.
10234,3,0,3,0,1,Hypocritical little bitch
15148,6,0,6,0,1,RT @CreationOfJay: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant&#8230;
7118,3,0,3,0,1,@rhythmixx_ why you gotta hoe me like that
6423,3,0,3,0,1,@jennahnorberg I'm always a call away if ya need me nigs
17768,3,0,3,0,1,RT @SortaBad: A boy won the Scripps Spelling Bee by spelling 'knaidel'. Used in a sentence: I'll never get any pussy because I know how to &#8230;
13346,6,0,6,0,1,My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go
9609,3,0,0,3,2,Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.
18129,3,0,3,0,1,RT @TheSuperNegro_: Can't believe you bitches find this remotely appealing. http://t.co/TKwwapczGr
21977,3,0,3,0,1,The bad bitches still awake?
21311,3,1,2,0,1,Single colored man looking fo a single white woman. Fat OK. I'm nigga
14707,3,2,1,0,0,"""RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron."
8430,3,0,3,0,1,Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk
10094,3,0,3,0,1,His bitch ass is the same way so it don't matter.
18943,3,1,2,0,1,"""RT @alex_mizz310: @Huntermoore why do you call most guys that talk shit to you """"fags"""" then? You should use another word hypocrite."""
14553,3,2,1,0,0,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300
7217,3,0,3,0,1,@shawnpitts77 all I wear is vineyard vines and American flag chubbies. I'm the OPPOSITE of a wigga.
7424,3,0,3,0,1,@twaynesback I swear I can't do shit right now but I'm down to get into something tonight if u are nig
9130,3,0,3,0,1,Dumb ass bitch
2124,6,0,6,0,1,' Mann these hoes get nothin ! &#1041233; But some dick and instructions ! &#1041204; If she with mee she fucccccckn ! I said I... http://t.co/1FN2TegZHh
21668,3,0,2,1,1,Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn
4577,3,0,2,1,1,"""@ProtectYourNet I know right? But here I am wasting time thinking '1more hr till I start the day...'"
24449,3,0,3,0,1,"""http://t.co/AFR2NSpcpI. If those asshats at CAIR called ME an islamophobe I would say """"guilty fuck you... Pass the bacon bitch""""&#128518; #tcot"""
589,3,0,3,0,1,"""""""WHAAAAAAT! LMAOOO!!! @Cromotoasted: @creepgoddess that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties"""""""
16394,3,0,3,0,1,RT @Kimburrleeeanne: Loyalty is not dead. Gtfo. Don't marginalize me bitch.
7998,3,0,0,3,2,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;
5069,3,0,3,0,1,@TheIslamHeretic @WarMachine_83 @BasimaFaysal @MariamVeiszadeh cause it would their tip hand instead they whine like little bitches=&gt;
10238,3,0,1,2,2,I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity
5356,3,0,0,3,2,@Yankees Only good thing about this season. #FireCashman .
20457,3,0,3,0,1,RT @shoulder_LEEN: &#8220;@intentions_: New York bitches be like #ThatNYCshit #bitchesbelike #newyorkGirlsbelike #hoodbitches LMFAOO&#128514;&#128514; &#128514; https:/&#8230;
23163,6,1,5,0,1,"""When bae dodges hoes cause he only want you &#128525;&#128553;"
6200,3,1,2,0,1,@glaad why do you guys cry and whine whenever someone says faggot? it's ridiculous.
13687,3,1,2,0,1,Niggas will call a female a hoe or thot then 10 mins later go to http://t.co/TXw4uJ7FAZ and thirst over a porn star
5755,3,0,2,1,1,@beejohns1 is gonna find himself a redneck girl one of these days &#128143;&#128514;
12641,6,0,6,0,1,Leap tall hoes in a single bound.
24974,3,0,3,0,1,still got a hoes tho..
20496,3,0,3,0,1,RT @souljaboy: Ain't got time for stupid bitches &#128557;
1244,3,0,3,0,1,&#8220;@DavetheBrave1: I wish you were here...&#8221; Stop crying bitch I'm omw back already haha
15675,3,0,0,3,2,"""RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not """"right wing """" folks. @MHarrisPerry mocks mixed GOP kids."
23468,3,0,0,3,2,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ
16602,3,0,2,1,1,"""RT @Lion_Heart__: &#8220;@FinallyGotANude: """"hippie dressed Tumblr bitches Smoke a blunt and all of a sudden they're the most abstract thinkers of&#8230;"""
21794,3,0,1,2,2,Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014
15015,3,0,3,0,1,RT @ChefBoiRlee: Yall hoes don't cook on sundays no more huh?
20942,3,0,2,1,1,Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe
11584,3,0,0,3,2,I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.
6791,3,0,3,0,1,@lukejohnson06 @laurenbeckkkk1 @lllexiss hey dude watch who your calling a bitch..
10181,3,0,3,0,1,How could you do this to me bitch!!!
14489,3,0,3,0,1,RT @AllKnowA: We all know a bitch boy named Luke
18234,3,0,3,0,1,"""RT @TrapicalGod: If she has """"You know my name not my story"""" in her bio you know she a hoe"""
7503,3,0,3,0,1,@wiz_khaliefer97 @brandonescaler keep these hoes on yet toes ! Don't tell them nothing &#128514;
13705,3,1,2,0,1,No I don't love these hoes and FUCK these niggas Fuckem
6358,3,0,3,0,1,@is_anyone_up @Huntermoore fuck my tight pussy until I'm dripping wet
16661,3,1,2,0,1,RT @LowkeyStoner_: Gay girls really do get more pussy than niggas &#128514;&#128069;&#127946;&#128175;
25214,3,0,3,0,1,why the fuck did twitter move the new tweet box to above the feed lol it looks fucking retarded
5773,3,0,3,0,1,@bigshaadswerver @Alejandro_Bihhh I haven't seen that hoe
20599,3,0,3,0,1,"""RT @thecoreyholcomb: This bitch wit a baby ask me to switch seats so the family could be together. I said """"bitch my family wasn't together?&#8230;"""
963,3,0,3,0,1,&#128064; bitches giving back rubs ?
18954,3,0,3,0,1,"""RT @allisonnamaya_: @Whitecholo23 omg Nathaniel. No """"come here mr pussy"""" """"Mr pussy where are you"""" lol"""
24114,3,0,3,0,1,bitch ass nigga
17896,3,0,2,1,1,RT @Swishas_Erbs: &#8220;@Vonteeeeee: 90% of the black girls at my school are ghetto AF&#8221; 98.6%
3210,3,1,2,0,1,@Eric_Mariners @JC_1221 point that sasquatch bitch out
25202,3,1,2,0,1,why are these freshman so ghetto lmao
22062,3,2,1,0,0,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.
7698,3,0,3,0,1,Abed and I are gonna retire in Florida and get all the bad bitches in the nursing home.
18161,3,0,3,0,1,RT @ThinkLikeRandy: When you've got 5 or 6 hoes every one of them sees her man as god.That's why you don't have sex with them very often. -&#8230;
24042,3,1,2,0,1,aka don't ignore me bitches
21005,3,0,3,0,1,Rule number one never pursue a bitch from da ova side
5484,3,1,2,0,1,@_Maniac_Mind_ @jet_life12 @Nick_504_ Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
25106,3,0,3,0,1,time to start an Army of hoes
7485,3,0,3,0,1,@wellheeledking old raglyscrag. me and that bitch been places.
16793,3,0,0,3,2,RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!
10976,6,1,5,0,1,I love Asian bitches
7962,3,0,3,0,1,And just like me that bitch loaded.
19260,3,1,2,0,1,RT @daniellle_x3: I swear to god some guys are bigger bitches than girls
12206,3,1,2,0,1,It really ain't nothin to cut that bitch off
13883,3,0,3,0,1,Oh she is RT @soARiE1017: @viaNAWF I respect that because bitches can be spiteful when it come to children
13411,3,0,2,1,1,My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room.
7661,3,0,3,0,1,A man will cheat on his woman.. Fuck 20 different bitches in 1 year.
5638,3,0,3,0,1,@alammus @wesideconnect @ArbitraryDesign @Damn_Jehu @michaelsayeth fellow anarchists quit being vaginas :P like jr high up in this bitch
20176,3,0,0,3,2,RT @neiltyson: Just to settle it once and for all: Which came first the Chicken or the Egg? The Egg -- laid by a bird that was not a Chicken
1791,3,1,2,0,1,&#8220;@eminoelle: Why you let these hoes tear what we had right apart&#8221;
10584,3,0,3,0,1,I follow sum bush ass bitches on here &#128565;
7414,3,0,0,3,2,@true_east_ trash what? http://t.co/IUdvnQCkB4
8947,3,0,0,3,2,Designer belt with a trash fit is still trash..
7029,3,0,3,0,1,@piersmorgan house keeps passing CR's senate says no because harry ried is obamas bitch.. not his states who does the senators represent?
9089,3,1,0,2,2,Draft Drinking Game: chug a beer everytime you see a black woman crying. @stoolpresidente
3039,3,0,3,0,1,@DareTnzR I know these hoes ain't right
23222,3,1,2,0,1,"""When u see that bitch in 5 months like"""" yea im having a boy ! """" bitch u was twerking on dicc on vday #weknow"""
22287,3,0,3,0,1,These la bitches thirsty for a hit single
4124,3,0,0,3,2,@Machell1123 i hope you get better soon! colds are for the birds
21108,3,0,3,0,1,See two of his bitches in the cluuuuub &#8220;@_TonyHilfiger: What he do for a living? http://t.co/CS9dfgl7EW&#8221;
16434,6,0,6,0,1,RT @Knae__: .I'm a &#128170; lil bitch
4055,3,0,2,1,1,@LittleNamms stick to the court hoe
14481,3,2,0,1,0,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.
5692,3,0,0,3,2,@ariennajanee thats why youz a yellow bone &#128155;&#128155;
22537,3,0,3,0,1,This is fucked up lmao #whore #bitch which one are you? #cheaters better go to maaco #dead http://t.co/nQ56ZkPjhj
20348,3,1,2,0,1,RT @relatabowl: bad bitches http://t.co/jz9ItvJck0
14654,3,0,0,3,2,RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now
4839,3,2,0,1,0,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing
10265,3,0,3,0,1,I ain't stressin you hoes. Know dat &#128133;&#128129;&#128068;
19466,3,0,3,0,1,RT @ghettobird1er: Yo bitch givin me head while I watch Good Burger.
1185,6,0,6,0,1,&#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh
1385,3,0,3,0,1,"""&#8220;@KayciMalynn: I'm a pro at losing followers. Some people just can't handle my excessive use of the work """"cunt"""".&#8221; Mines cause I say fuck"""
7177,6,0,6,0,1,@sayy_coneee bitch I texted you
18645,3,0,3,0,1,RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356
15463,3,0,3,0,1,"""RT @ElderLWM: And Black women need to stop referring to themselves and other sisters as """"hoes"""" &amp; """"Bitches""""..... It really ain't a good look&#8230;"""
13707,3,1,2,0,1,No bitch. You slut. RT @ITSBEEBITCH__: @viaNAWF CHILL
6070,3,0,0,3,2,@ebomb26 cool beaners. i just got home. ready to keep my couch from floating away. lol
15639,3,0,0,3,2,RT @FunnyJulius: Please win it all this year @Yankees
1706,3,0,3,0,1,&#8220;@__thaRealist: Lil bitty bitch&#8221; &#128079;&#128079;&#128079;&#128079;&#128079;lingo
20902,3,2,1,0,0,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker
14482,3,0,0,3,2,RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza
17081,3,0,3,0,1,RT @NorrisDaGod: I ain't never had a basic bitch.. Never will &#128175;
11191,3,0,3,0,1,I support all of my niggaz and bitches doing dope shit on the west side and in my city LA
2784,3,0,1,2,2,@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!
17596,3,0,3,0,1,RT @SariyaDaniellee: &#8220;@JayJuice22: The nigga who got slept is a faggot if he sues just run one again and watch ya back&#8221;LOL JUST LIKE THE PE&#8230;
6952,3,1,2,0,1,@nick_scott25 come watch Godzilla then faggot
14411,6,0,6,0,1,"""RT @AIanHangover: """"what are you 15?"""""
13435,3,0,3,0,1,My nigga mister meaner just hope back on the bitch
5181,6,0,0,6,2,@TreshaRenee I didn't make to any games last season. Just looked it up. Astros open up with the Yankees 1st of April
12762,3,0,3,0,1,Lil bitch ass
11088,3,0,3,0,1,I only like women who&#8217;s pussy smell like burnt cheese
5676,3,1,2,0,1,@anandpradhan @kavita_krishnan funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to #DigVijaySingh
13684,3,0,3,0,1,Niggas who stand in line for Jays mad at me now. ehh fuck you. I pull hoes nd stunt without em on
8971,3,0,3,0,1,Did we just become best friends with these hoes on the boat? Well probably so but we don't love em tho
15938,3,0,0,3,2,RT @IWILLSTILLRISE: If you not gator you gator bait #gatornation
2658,3,0,0,3,2,@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8
3003,3,0,3,0,1,@DP4_6 bitch yu not safe! http://t.co/hInvxbUp31
4879,3,3,0,0,0,"""@StanleyStinks Shame of you! Self-hating kike."
4993,3,0,3,0,1,@Taste_My_Lips57 Ain't say it's wrong but it's just as stupid as hoes showing up to get attention from dudes.No one is bigger than the game.
8941,6,0,6,0,1,Denzel did his mf thang in his new movie boy I swear OML he played the shit outta that bitch had me in the movies ready to be a killer &#128526;&#128514;&#128514;&#128175;&#128588;
19864,3,0,3,0,1,RT @khloekardashian: Basic bitches NOT wanted
16628,3,0,1,2,2,RT @Lmao: When you eat food that's too hot and start breathing like a retarded dragon.
17069,3,0,3,0,1,RT @NoWomanIsRight: Only way I want a female to cover up if I like her the rest of you hoes I want to see half naked pics on the TL
5891,3,0,3,0,1,@chelsiielynn &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch
4944,3,0,3,0,1,"""@SuperheroReport """"I'm going to show these bitches how it's done."""" http://t.co/RF5dTVQWI6"""
4689,3,0,2,1,1,@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of
21573,3,0,0,3,2,Space brownies &#128125;
1729,3,2,1,0,0,&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin
23376,3,0,0,3,2,"""Why no boycott of racist """"redskins""""?"
24851,3,1,2,0,1,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass 4 jammin jiggaboo music
20329,3,0,3,0,1,RT @randypop84: U bitches ain't paying my bills......so FUCK YOU
24638,6,0,6,0,1,label me a hoe
11906,3,0,1,2,2,If you a hoe ima treat you like one just like if you're a good girl ima treat you like one. I don't discriminate
17082,3,0,3,0,1,RT @NorrisDaGod: I have no hoes &#128581;
10528,3,0,3,0,1,I don't want sex bitch I only want ya neck bitch lol
192,3,0,0,3,2,"""""""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"""" I got hicks lol"""
14590,3,0,0,3,2,RT @AyMrCarter: Apologies trash.. What's understood ain't gotta be explained
7120,3,0,3,0,1,@richiechristie1 I should've &#128553; that bitches wallet was tigher than her pu$$y
4875,3,0,3,0,1,@SpecialEd24 gotta turn the hoe into housewife
19721,6,0,6,0,1,RT @itsdavedude: cant just tell me anything bitch im one click away from google at all times
8676,3,0,0,3,2,Charlie xcx is bae
9865,3,0,0,3,2,HOW &#8220;@darrenrovell: Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via @gravweldon) http://t.co/KVzhlmCsls&#8221;
12429,3,0,3,0,1,Just cleaned this bitch. #BoyfriendsTruck #Clean #InsideAndOut #Ram1500 #TookForever #NoFliter&#8230; http://t.co/Bvb0LRisHY
22146,3,0,0,3,2,There is this yellow thing in the sky. I don't know what to make of it.
15232,3,0,3,0,1,RT @DJ_Leezy: @TheKaosYatti @JMuggaaa ya mom lick ass for Christmas gifts bitch lol
19095,3,0,3,0,1,RT @boss_sant: I would never trip over a bitch that aint mine &#128514;&#128514; niggas clowns man
7925,3,0,1,2,2,American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.
20528,3,0,3,0,1,RT @sweetalliee: a loyal girl really truly does come with a smart mouth and arguments. only a hoe will let you do as you please cause she g&#8230;
